tick=0 subject=world event=world_initialized result=width:128,height:128,territories:2
tick=18 subject=M11 event=survival_changed result=health:100->100,satiety:83->82,energy:83->82
tick=18 subject=M12 event=survival_changed result=health:100->100,satiety:83->82,energy:83->82
tick=19 subject=M01 event=survival_changed result=health:100->100,satiety:82->81,energy:82->81
tick=19 subject=M02 event=survival_changed result=health:100->100,satiety:82->81,energy:82->81
tick=19 subject=M03 event=survival_changed result=health:100->100,satiety:97->96,energy:87->86
tick=19 subject=M04 event=survival_changed result=health:100->100,satiety:82->81,energy:82->81
tick=19 subject=M05 event=survival_changed result=health:100->100,satiety:82->81,energy:82->81
tick=19 subject=M06 event=survival_changed result=health:100->100,satiety:82->81,energy:82->81
tick=19 subject=M07 event=survival_changed result=health:100->100,satiety:82->81,energy:82->81
tick=19 subject=M08 event=survival_changed result=health:100->100,satiety:82->81,energy:82->81
tick=19 subject=M09 event=survival_changed result=health:100->100,satiety:82->81,energy:82->81
tick=19 subject=M10 event=survival_changed result=health:100->100,satiety:82->81,energy:82->81
tick=19 subject=M11 event=survival_changed result=health:100->100,satiety:82->81,energy:82->81
tick=19 subject=M12 event=survival_changed result=health:100->100,satiety:82->81,energy:82->81
tick=20 subject=M01 event=survival_changed result=health:100->100,satiety:81->80,energy:81->80
tick=20 subject=M02 event=survival_changed result=health:100->100,satiety:81->80,energy:81->80
tick=20 subject=M03 event=survival_changed result=health:100->100,satiety:96->95,energy:86->85
tick=20 subject=M04 event=survival_changed result=health:100->100,satiety:81->80,energy:81->80
tick=20 subject=M05 event=survival_changed result=health:100->100,satiety:81->80,energy:81->80
tick=20 subject=M06 event=survival_changed result=health:100->100,satiety:81->80,energy:81->80
tick=20 subject=M07 event=survival_changed result=health:100->100,satiety:81->80,energy:81->80
tick=20 subject=M08 event=survival_changed result=health:100->100,satiety:81->80,energy:81->80
tick=20 subject=M09 event=survival_changed result=health:100->100,satiety:81->80,energy:81->80
tick=20 subject=M10 event=survival_changed result=health:100->100,satiety:81->80,energy:81->80
tick=20 subject=M11 event=survival_changed result=health:100->100,satiety:81->80,energy:81->80
tick=20 subject=M12 event=survival_changed result=health:100->100,satiety:81->80,energy:81->80
tick=20 subject=A event=food_regenerated result=food:F0123,class:high,position:63:28
tick=20 subject=B event=food_regeneration_skipped result=reason:capacity,count:61
tick=21 subject=M01 event=survival_changed result=health:100->100,satiety:80->79,energy:80->79
tick=21 subject=M02 event=survival_changed result=health:100->100,satiety:80->79,energy:80->79
tick=21 subject=M03 event=survival_changed result=health:100->100,satiety:95->94,energy:85->84
tick=21 subject=M04 event=survival_changed result=health:100->100,satiety:80->79,energy:80->79
tick=21 subject=M05 event=survival_changed result=health:100->100,satiety:80->79,energy:80->79
tick=21 subject=M06 event=survival_changed result=health:100->100,satiety:80->79,energy:80->79
tick=21 subject=M07 event=survival_changed result=health:100->100,satiety:80->79,energy:80->79
tick=21 subject=M08 event=survival_changed result=health:100->100,satiety:80->79,energy:80->79
tick=21 subject=M09 event=survival_changed result=health:100->100,satiety:80->79,energy:80->79
tick=21 subject=M10 event=survival_changed result=health:100->100,satiety:80->79,energy:80->79
tick=21 subject=M11 event=survival_changed result=health:100->100,satiety:80->79,energy:80->79
tick=21 subject=M12 event=survival_changed result=health:100->100,satiety:80->79,energy:80->79
tick=22 subject=M01 event=survival_changed result=health:100->100,satiety:79->78,energy:79->78
tick=22 subject=M02 event=survival_changed result=health:100->100,satiety:79->78,energy:79->78
tick=22 subject=M03 event=survival_changed result=health:100->100,satiety:94->93,energy:84->83
tick=22 subject=M04 event=survival_changed result=health:100->100,satiety:79->78,energy:79->78
tick=22 subject=M05 event=survival_changed result=health:100->100,satiety:79->78,energy:79->78
tick=22 subject=M06 event=survival_changed result=health:100->100,satiety:79->78,energy:79->78
tick=22 subject=M07 event=survival_changed result=health:100->100,satiety:79->78,energy:79->78
tick=22 subject=M08 event=food_consumed result=food:F0119,class:low,satiety:79->94,energy:79->84
tick=22 subject=M08 event=survival_changed result=health:100->100,satiety:94->93,energy:84->83
tick=22 subject=M09 event=survival_changed result=health:100->100,satiety:79->78,energy:79->78
tick=22 subject=M10 event=survival_changed result=health:100->100,satiety:79->78,energy:79->78
tick=22 subject=M11 event=survival_changed result=health:100->100,satiety:79->78,energy:79->78
tick=22 subject=M12 event=survival_changed result=health:100->100,satiety:79->78,energy:79->78
tick=23 subject=M01 event=survival_changed result=health:100->100,satiety:78->77,energy:78->77
tick=23 subject=M02 event=survival_changed result=health:100->100,satiety:78->77,energy:78->77
tick=23 subject=M03 event=survival_changed result=health:100->100,satiety:93->92,energy:83->82
tick=23 subject=M04 event=survival_changed result=health:100->100,satiety:78->77,energy:78->77
tick=23 subject=M05 event=survival_changed result=health:100->100,satiety:78->77,energy:78->77
tick=23 subject=M06 event=survival_changed result=health:100->100,satiety:78->77,energy:78->77
tick=23 subject=M07 event=survival_changed result=health:100->100,satiety:78->77,energy:78->77
tick=23 subject=M08 event=survival_changed result=health:100->100,satiety:93->92,energy:83->82
tick=23 subject=M09 event=survival_changed result=health:100->100,satiety:78->77,energy:78->77
tick=23 subject=M10 event=survival_changed result=health:100->100,satiety:78->77,energy:78->77
tick=23 subject=M11 event=survival_changed result=health:100->100,satiety:78->77,energy:78->77
tick=23 subject=M12 event=survival_changed result=health:100->100,satiety:78->77,energy:78->77
tick=24 subject=M01 event=survival_changed result=health:100->100,satiety:77->76,energy:77->76
tick=24 subject=M02 event=survival_changed result=health:100->100,satiety:77->76,energy:77->76
tick=24 subject=M03 event=survival_changed result=health:100->100,satiety:92->91,energy:82->81
tick=24 subject=M04 event=survival_changed result=health:100->100,satiety:77->76,energy:77->76
tick=24 subject=M05 event=survival_changed result=health:100->100,satiety:77->76,energy:77->76
tick=24 subject=M06 event=survival_changed result=health:100->100,satiety:77->76,energy:77->76
tick=24 subject=M07 event=survival_changed result=health:100->100,satiety:77->76,energy:77->76
tick=24 subject=M08 event=survival_changed result=health:100->100,satiety:92->91,energy:82->81
tick=24 subject=M09 event=survival_changed result=health:100->100,satiety:77->76,energy:77->76
tick=24 subject=M10 event=survival_changed result=health:100->100,satiety:77->76,energy:77->76
tick=24 subject=M11 event=survival_changed result=health:100->100,satiety:77->76,energy:77->76
tick=24 subject=M12 event=survival_changed result=health:100->100,satiety:77->76,energy:77->76
tick=25 subject=M01 event=food_consumed result=food:F0007,class:low,satiety:76->91,energy:76->81
tick=25 subject=M01 event=survival_changed result=health:100->100,satiety:91->90,energy:81->80
tick=25 subject=M02 event=survival_changed result=health:100->100,satiety:76->75,energy:76->75
tick=25 subject=M03 event=survival_changed result=health:100->100,satiety:91->90,energy:81->80
tick=25 subject=M04 event=survival_changed result=health:100->100,satiety:76->75,energy:76->75
tick=25 subject=M05 event=survival_changed result=health:100->100,satiety:76->75,energy:76->75
tick=25 subject=M06 event=survival_changed result=health:100->100,satiety:76->75,energy:76->75
tick=25 subject=M07 event=food_consumed result=food:F0107,class:low,satiety:76->91,energy:76->81
tick=25 subject=M07 event=survival_changed result=health:100->100,satiety:91->90,energy:81->80
tick=25 subject=M08 event=survival_changed result=health:100->100,satiety:91->90,energy:81->80
tick=25 subject=M09 event=survival_changed result=health:100->100,satiety:76->75,energy:76->75
tick=25 subject=M10 event=survival_changed result=health:100->100,satiety:76->75,energy:76->75
tick=25 subject=M11 event=survival_changed result=health:100->100,satiety:76->75,energy:76->75
tick=25 subject=M12 event=survival_changed result=health:100->100,satiety:76->75,energy:76->75
tick=26 subject=M01 event=survival_changed result=health:100->100,satiety:90->89,energy:80->79
tick=26 subject=M02 event=survival_changed result=health:100->100,satiety:75->74,energy:75->74
tick=26 subject=M03 event=survival_changed result=health:100->100,satiety:90->89,energy:80->79
tick=26 subject=M04 event=survival_changed result=health:100->100,satiety:75->74,energy:75->74
tick=26 subject=M05 event=survival_changed result=health:100->100,satiety:75->74,energy:75->74
tick=26 subject=M06 event=survival_changed result=health:100->100,satiety:75->74,energy:75->74
tick=26 subject=M07 event=survival_changed result=health:100->100,satiety:90->89,energy:80->79
tick=26 subject=M08 event=survival_changed result=health:100->100,satiety:90->89,energy:80->79
tick=26 subject=M09 event=survival_changed result=health:100->100,satiety:75->74,energy:75->74
tick=26 subject=M10 event=survival_changed result=health:100->100,satiety:75->74,energy:75->74
tick=26 subject=M11 event=survival_changed result=health:100->100,satiety:75->74,energy:75->74
tick=26 subject=M12 event=food_consumed result=food:F0101,class:low,satiety:75->90,energy:75->80
tick=26 subject=M12 event=survival_changed result=health:100->100,satiety:90->89,energy:80->79
tick=27 subject=M01 event=survival_changed result=health:100->100,satiety:89->88,energy:79->78
tick=27 subject=M02 event=survival_changed result=health:100->100,satiety:74->73,energy:74->73
tick=27 subject=M03 event=survival_changed result=health:100->100,satiety:89->88,energy:79->78
tick=27 subject=M04 event=survival_changed result=health:100->100,satiety:74->73,energy:74->73
tick=27 subject=M05 event=survival_changed result=health:100->100,satiety:74->73,energy:74->73
tick=27 subject=M06 event=survival_changed result=health:100->100,satiety:74->73,energy:74->73
tick=27 subject=M07 event=survival_changed result=health:100->100,satiety:89->88,energy:79->78
tick=27 subject=M08 event=survival_changed result=health:100->100,satiety:89->88,energy:79->78
tick=27 subject=M09 event=survival_changed result=health:100->100,satiety:74->73,energy:74->73
tick=27 subject=M10 event=survival_changed result=health:100->100,satiety:74->73,energy:74->73
tick=27 subject=M11 event=survival_changed result=health:100->100,satiety:74->73,energy:74->73
tick=27 subject=M12 event=survival_changed result=health:100->100,satiety:89->88,energy:79->78
tick=28 subject=M01 event=survival_changed result=health:100->100,satiety:88->87,energy:78->77
tick=28 subject=M02 event=survival_changed result=health:100->100,satiety:73->72,energy:73->72
tick=28 subject=M03 event=survival_changed result=health:100->100,satiety:88->87,energy:78->77
tick=28 subject=M04 event=food_consumed result=food:F0049,class:low,satiety:73->88,energy:73->78
tick=28 subject=M04 event=survival_changed result=health:100->100,satiety:88->87,energy:78->77
tick=28 subject=M05 event=survival_changed result=health:100->100,satiety:73->72,energy:73->72
tick=28 subject=M06 event=survival_changed result=health:100->100,satiety:73->72,energy:73->72
tick=28 subject=M07 event=survival_changed result=health:100->100,satiety:88->87,energy:78->77
tick=28 subject=M08 event=survival_changed result=health:100->100,satiety:88->87,energy:78->77
tick=28 subject=M09 event=survival_changed result=health:100->100,satiety:73->72,energy:73->72
tick=28 subject=M10 event=survival_changed result=health:100->100,satiety:73->72,energy:73->72
tick=28 subject=M11 event=survival_changed result=health:100->100,satiety:73->72,energy:73->72
